Store,CompetitionDistance,StoreType_a,StoreType_b,StoreType_c,StoreType_d,Assortment_a,Assortment_b,Assortment_c,Promo2_0,Promo2_1,Promo_Jan,Promo_Feb,Promo_Mar,Promo_Apr,Promo_May,Promo_Jun,Promo_Jul,Promo_Aug,Promo_Sept,Promo_Oct,Promo_Nov,Promo_Dec,CompetitionDistance_log,CompMonth_sin,CompMonth_cos,PromoWeek_sin,PromoWeek_cos,CompetitionAgeMonths,Promo2AgeWeeks,CompetitionDistance_bin_Close,CompetitionDistance_bin_Far,CompetitionDistance_bin_Very_Far
279,7.749753406274437,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,2.1690255178323348,-1.0,-1.8369701987210297e-16,-0.992708874098054,0.1205366802553232,23,147,1,0,0
280,9.833118734869243,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,2.3826079913823865,-1.0,-1.8369701987210297e-16,0.9350162426854148,0.35460488704253557,23,73,0,0,1
281,8.849513965486398,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.28742211036112,-1.0,-1.8369701987210297e-16,0.992708874098054,-0.12053668025532288,47,225,0,0,1
282,7.107425474110705,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.0927803669413247,-2.4492935982947064e-16,1.0,0.992708874098054,-0.12053668025532288,56,225,1,0,0
283,7.72356247227797,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,2.1660276948898316,-1.0,-1.8369701987210297e-16,-0.992708874098054,0.1205366802553232,23,43,1,0,0
284,7.1631723908466425,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,2.0996328668112922,-1.0,-1.8369701987210297e-16,-0.992708874098054,0.1205366802553232,23,43,1,0,0
285,7.787796878181171,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.1733640407119066,-1.0,-1.8369701987210297e-16,0.992708874098054,-0.12053668025532288,23,225,0,1,0
286,7.2868764117507,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.114673108246672,0.8660254037844387,-0.4999999999999998,0.992708874098054,-0.12053668025532288,4,225,1,0,0
287,7.916078096302786,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,2.187856174604013,0.49999999999999994,-0.8660254037844387,-0.992708874098054,0.1205366802553232,75,43,0,1,0
288,6.68586094706836,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,2.0393824002626744,-1.0,-1.8369701987210297e-16,0.992708874098054,-0.12053668025532288,23,225,1,0,0
289,8.785845337961213,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.2809369883236075,-2.4492935982947064e-16,1.0,0.992708874098054,-0.12053668025532288,92,225,0,1,0
290,8.33110454805304,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.233353394567322,0.49999999999999994,-0.8660254037844387,0.992708874098054,-0.12053668025532288,171,225,0,1,0
291,7.75190533307861,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.169271429016762,-1.0,-1.8369701987210297e-16,0.992708874098054,-0.12053668025532288,23,225,1,0,0
292,7.00397413672268,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.079938185422248,1.2246467991473532e-16,-1.0,0.992708874098054,-0.12053668025532288,74,225,1,0,0
293,4.948759890378168,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1.783182776049518,-0.5000000000000004,0.8660254037844384,0.992708874098054,-0.12053668025532288,93,225,0,0,0
294,8.055475141757274,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.2033695628198258,0.49999999999999994,-0.8660254037844387,0.992708874098054,-0.12053668025532288,123,225,0,1,0
295,5.351858133476067,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1.8487473895449305,-0.5000000000000004,0.8660254037844384,-0.9350162426854147,-0.3546048870425359,177,99,0,0,0
296,9.167537249650874,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,2.3192000223923226,0.49999999999999994,-0.8660254037844387,-0.7485107481711011,0.6631226582407952,99,38,0,0,1
297,7.741099090035366,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.1680359357696948,-1.0,-1.8369701987210297e-16,0.992708874098054,-0.12053668025532288,59,225,1,0,0
298,9.895505782794473,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.3883503907054187,-0.4999999999999997,-0.8660254037844388,0.992708874098054,-0.12053668025532288,73,225,0,0,1
299,10.561810341941891,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.447707454957321,-1.0,-1.8369701987210297e-16,0.992708874098054,-0.12053668025532288,35,225,0,0,1
300,4.795790545596741,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1.757131886054717,0.8660254037844387,-0.4999999999999998,0.12053668025532305,0.992708874098054,76,186,0,0,0
301,8.414274137408396,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.2422270627385648,1.0,6.123233995736766e-17,0.992708874098054,-0.12053668025532288,5,225,0,1,0
302,7.692113339595466,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,2.1624161018392503,-2.4492935982947064e-16,1.0,0.8854560256532099,0.4647231720437686,92,230,1,0,0
303,9.644133752071204,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,2.3650089189958305,-0.5000000000000004,0.8660254037844384,0.8229838658936565,-0.5680647467311557,33,221,0,0,1
304,7.576097340623111,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.1489789546165396,-0.4999999999999997,-0.8660254037844388,0.992708874098054,-0.12053668025532288,1,225,1,0,0
305,7.81237820598861,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,2.1761573474458444,0.8660254037844386,0.5000000000000001,-0.5680647467311556,-0.8229838658936566,126,104,0,1,0
306,8.537191877922927,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,2.2551990897110383,0.8660254037844387,-0.4999999999999998,-0.992708874098054,0.1205366802553232,100,43,0,1,0
307,9.834191063533472,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.3827069726287973,-1.0,-1.8369701987210297e-16,0.992708874098054,-0.12053668025532288,155,225,0,0,1
308,6.976348070447749,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,2.076480671432496,-2.4492935982947064e-16,1.0,1.0,-1.6081226496766366e-16,104,278,1,0,0
309,9.075779878580487,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,2.3101345121402304,-1.0,-1.8369701987210297e-16,-0.970941817426052,-0.23931566428755774,23,306,0,0,1
310,7.736743682453495,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,2.1675375438653024,-1.0,-1.8369701987210297e-16,0.9350162426854148,0.35460488704253557,23,73,1,0,0
311,6.523562306149512,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.0180397367202874,-0.4999999999999997,-0.8660254037844388,0.992708874098054,-0.12053668025532288,121,225,0,0,0
312,9.332646496360152,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.335308445513756,1.0,6.123233995736766e-17,0.992708874098054,-0.12053668025532288,41,225,0,0,1
313,9.55824698622306,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.3569072594052316,-1.0,-1.8369701987210297e-16,0.992708874098054,-0.12053668025532288,23,225,0,0,1
314,8.177796683277778,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,2.216787163109899,-0.8660254037844386,0.5000000000000001,-0.5680647467311556,-0.8229838658936566,166,104,0,1,0
315,10.563879076356082,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.4478863671949016,0.8660254037844387,-0.4999999999999998,0.992708874098054,-0.12053668025532288,28,225,0,0,1
316,9.105090961257083,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.313039352423886,-0.8660254037844385,-0.5000000000000004,0.992708874098054,-0.12053668025532288,168,225,0,0,1
317,8.052296499538647,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,2.203018482376109,-0.4999999999999997,-0.8660254037844388,0.992708874098054,-0.12053668025532288,25,225,0,1,0
318,10.38378180126494,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.432189693462691,1.0,6.123233995736766e-17,0.992708874098054,-0.12053668025532288,17,225,0,0,1
319,6.3473892096560105,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1.9943450405522716,-1.0,-1.8369701987210297e-16,-0.12053668025532283,-0.992708874098054,35,160,0,0,0
320,5.351858133476067,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1.8487473895449305,-1.0,-1.8369701987210297e-16,0.992708874098054,-0.12053668025532288,35,225,0,0,0
321,9.004668301573977,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,2.303051814220146,-0.5000000000000004,0.8660254037844384,0.9350162426854148,0.35460488704253557,21,73,0,0,1
322,9.770013301136158,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,2.3767657261848196,0.8660254037844387,-0.4999999999999998,-0.970941817426052,-0.23931566428755774,172,306,0,0,1
323,9.036106025364846,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,2.3061891929526412,0.8660254037844387,-0.4999999999999998,0.5680647467311558,0.8229838658936564,40,130,0,0,1
324,9.48349239264364,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,2.349801866952456,-1.0,-1.8369701987210297e-16,0.992708874098054,-0.12053668025532288,23,225,0,0,1
325,5.860786223465865,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1.9258220450052628,1.0,6.123233995736766e-17,0.46472317204376906,-0.8854560256532096,53,217,0,0,0
326,9.217415285648144,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,2.3240936453182433,0.49999999999999994,-0.8660254037844387,-0.5680647467311556,-0.8229838658936566,3,104,0,0,1
327,7.237778191923443,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.10873067066032,-2.4492935982947064e-16,1.0,0.992708874098054,-0.12053668025532288,128,225,1,0,0
328,8.049107721326406,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.2026661585225207,-0.4999999999999997,-0.8660254037844388,0.992708874098054,-0.12053668025532288,157,225,0,1,0
329,7.1785454837637,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,2.1015143210831027,1.2246467991473532e-16,-1.0,0.46472317204376906,-0.8854560256532096,302,165,1,0,0
330,5.916202062607435,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1.9338667840812656,-1.0,-1.8369701987210297e-16,0.46472317204376906,-0.8854560256532096,23,165,0,0,0
331,6.508769136971682,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,2.016071555801817,-1.0,-1.8369701987210297e-16,0.992708874098054,-0.12053668025532288,23,17,0,0,0
332,7.518064181233078,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.14218910624994,1.0,6.123233995736766e-17,0.992708874098054,-0.12053668025532288,113,225,1,0,0
333,8.221747728346623,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.2215645779935858,0.8660254037844386,0.5000000000000001,0.992708874098054,-0.12053668025532288,66,225,0,1,0
334,8.304247465078474,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,2.230471012570999,-0.8660254037844385,-0.5000000000000004,0.8229838658936565,-0.5680647467311557,84,117,0,1,0
335,4.51085950651685,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1.7067206012930416,-1.0,-1.8369701987210297e-16,-0.5680647467311556,-0.8229838658936566,23,104,0,0,0
336,5.25227342804663,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1.8329451460953283,-0.4999999999999997,-0.8660254037844388,0.992708874098054,-0.12053668025532288,13,225,0,0,0
337,9.268703615273097,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,2.3291007857169737,-0.4999999999999997,-0.8660254037844388,-0.7485107481711011,0.6631226582407952,121,38,0,0,1
338,7.372118028337787,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,2.124906902470258,-1.0,-1.8369701987210297e-16,-0.970941817426052,-0.23931566428755774,23,306,1,0,0
339,7.732369222284388,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,2.1670367216101143,-1.0,-1.8369701987210297e-16,0.9350162426854148,0.35460488704253557,23,125,1,0,0
340,8.997270906233448,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.30231214637085,-1.0,-1.8369701987210297e-16,0.992708874098054,-0.12053668025532288,23,225,0,0,1
341,5.25227342804663,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1.8329451460953283,-1.0,-1.8369701987210297e-16,0.992708874098054,-0.12053668025532288,47,225,0,0,0
342,9.665928089487558,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,2.3670543701237645,-1.0,-1.8369701987210297e-16,-0.992708874098054,0.1205366802553232,23,43,0,0,1
343,9.833655042937448,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,2.3826574964978056,0.8660254037844387,-0.4999999999999998,0.992708874098054,-0.12053668025532288,136,69,0,0,1
344,5.707110264748875,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1.9031681972312866,0.8660254037844387,-0.4999999999999998,0.992708874098054,-0.12053668025532288,52,225,0,0,0
345,4.795790545596741,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1.757131886054717,-1.0,-1.8369701987210297e-16,0.46472317204376906,-0.8854560256532096,23,165,0,0,0
346,8.99850761180784,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.302435843037609,-1.0,-1.8369701987210297e-16,0.992708874098054,-0.12053668025532288,23,225,0,0,1
347,9.144307401371744,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,2.316912700998708,-0.4999999999999997,-0.8660254037844388,0.46472317204376906,-0.8854560256532096,25,165,0,0,1
348,9.71057005652877,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,2.3712311096098193,-1.0,-1.8369701987210297e-16,0.46472317204376906,-0.8854560256532096,23,165,0,0,1
349,7.307202314764738,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.1171228872930867,0.8660254037844387,-0.4999999999999998,0.992708874098054,-0.12053668025532288,76,225,1,0,0
350,9.091669442258503,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,2.3117102758090105,-1.0,-1.8369701987210297e-16,0.992708874098054,-0.12053668025532288,23,225,0,0,1
351,8.57376254290413,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,2.259026288375722,-0.5000000000000004,0.8660254037844384,0.5680647467311558,0.8229838658936564,33,130,0,1,0
352,8.757940876678804,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,2.2780814024163645,-1.0,-1.8369701987210297e-16,-0.992708874098054,0.1205366802553232,23,147,0,1,0
353,6.803505257608338,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,2.0545730247502716,-1.0,-1.8369701987210297e-16,0.992708874098054,-0.12053668025532288,23,121,1,0,0
354,7.313886831633462,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.1179272289544824,-0.8660254037844386,0.5000000000000001,0.992708874098054,-0.12053668025532288,118,225,1,0,0
355,9.18204377282107,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.32062575451049,-0.8660254037844385,-0.5000000000000004,0.992708874098054,-0.12053668025532288,24,225,0,0,1
356,9.101752431559284,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,2.312708916871605,-2.4492935982947064e-16,1.0,0.46472317204376906,-0.8854560256532096,92,165,0,0,1
357,7.630946580890459,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.155354184003961,-0.8660254037844386,0.5000000000000001,0.992708874098054,-0.12053668025532288,82,225,1,0,0
358,7.969357742016346,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.1938140728401807,-0.8660254037844386,0.5000000000000001,0.992708874098054,-0.12053668025532288,142,225,0,1,0
359,8.382747094863314,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.2388725873971067,-1.0,-1.8369701987210297e-16,0.992708874098054,-0.12053668025532288,23,225,0,1,0
360,7.621195162809845,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.154223725042522,1.2246467991473532e-16,-1.0,0.992708874098054,-0.12053668025532288,98,225,1,0,0
361,8.409830673087738,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,2.2417549590770176,0.49999999999999994,-0.8660254037844387,0.5680647467311558,0.8229838658936564,15,130,0,1,0
362,5.831882477283517,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1.9216002545355522,-1.0,-1.8369701987210297e-16,0.992708874098054,-0.12053668025532288,23,225,0,0,0
363,5.525452939131784,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1.8757103667584751,-1.0,-1.8369701987210297e-16,0.992708874098054,-0.12053668025532288,71,225,0,0,0
364,9.519367998447342,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,2.3532181293116987,-1.0,-1.8369701987210297e-16,0.9350162426854148,0.35460488704253557,23,73,0,0,1
365,7.787796878181171,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,2.1733640407119066,-1.0,-1.8369701987210297e-16,-0.7485107481711011,0.6631226582407952,23,298,0,1,0
366,8.775085935057266,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.2798368971429923,-2.4492935982947064e-16,1.0,0.992708874098054,-0.12053668025532288,128,225,0,1,0
367,7.878912912297133,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.183679129723806,-1.0,-1.8369701987210297e-16,0.992708874098054,-0.12053668025532288,35,225,0,1,0
368,7.280008252884188,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,2.113843965121815,0.8660254037844387,-0.4999999999999998,-0.7485107481711011,0.6631226582407952,124,298,1,0,0
369,8.677780256064185,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.269832562602316,0.8660254037844387,-0.4999999999999998,0.992708874098054,-0.12053668025532288,16,225,0,1,0
370,9.018089684104345,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,2.3043924271916545,-0.8660254037844386,0.5000000000000001,-0.5680647467311556,-0.8229838658936566,178,312,0,0,1
371,7.58629630715272,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,2.150167479706863,-0.4999999999999997,-0.8660254037844388,-0.7485107481711011,0.6631226582407952,73,38,1,0,0
372,8.493105395887147,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,2.2505657873227176,-0.8660254037844385,-0.5000000000000004,0.8229838658936565,-0.5680647467311557,60,65,0,1,0
373,9.31659049181884,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,2.333753326766626,-1.0,-1.8369701987210297e-16,0.46472317204376906,-0.8854560256532096,23,165,0,0,1
374,7.048386408721883,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.085471625216958,-1.0,-1.8369701987210297e-16,0.992708874098054,-0.12053668025532288,95,225,1,0,0
375,9.662116382947598,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,2.3666969340179396,0.8660254037844386,0.5000000000000001,-0.970941817426052,-0.23931566428755774,30,306,0,0,1
376,5.081404364984463,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1.8052356503890232,-0.8660254037844385,-0.5000000000000004,0.992708874098054,-0.12053668025532288,36,225,0,0,0
377,4.61512051684126,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1.7254630513334037,1.2246467991473532e-16,-1.0,0.8229838658936565,-0.5680647467311557,62,273,0,0,0
378,7.669028288589683,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.1597567070706685,-0.8660254037844385,-0.5000000000000004,0.992708874098054,-0.12053668025532288,36,225,1,0,0
379,8.799510901368867,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.2823324764074946,-1.0,-1.8369701987210297e-16,0.992708874098054,-0.12053668025532288,23,225,0,1,0
380,7.714677473800927,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,2.1650086701174494,0.49999999999999994,-0.8660254037844387,0.9350162426854148,0.35460488704253557,27,73,1,0,0
381,7.496097345175956,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,2.1396069221994747,-0.5000000000000004,0.8660254037844384,0.5680647467311558,0.8229838658936564,105,130,1,0,0
382,10.170877627969896,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.413310180090424,-0.5000000000000004,0.8660254037844384,0.992708874098054,-0.12053668025532288,153,225,0,0,1
383,5.860786223465865,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1.9258220450052628,-1.0,-1.8369701987210297e-16,0.992708874098054,-0.12053668025532288,23,225,0,0,0
384,4.875197323201151,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1.77073964639405,-1.0,-1.8369701987210297e-16,0.992708874098054,-0.12053668025532288,23,225,0,0,0
385,8.429672593886743,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.243861376412376,-1.0,-1.8369701987210297e-16,0.992708874098054,-0.12053668025532288,95,225,0,1,0
386,7.2868764117507,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,2.114673108246672,0.8660254037844387,-0.4999999999999998,-0.5680647467311556,-0.8229838658936566,16,104,1,0,0
387,5.351858133476067,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1.8487473895449305,-1.0,-1.8369701987210297e-16,-0.9350162426854147,-0.3546048870425359,23,99,0,0,0
388,7.72356247227797,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.1660276948898316,-1.0,-1.8369701987210297e-16,0.992708874098054,-0.12053668025532288,23,225,1,0,0
389,8.808518618782816,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.283251254914876,-0.8660254037844385,-0.5000000000000004,0.992708874098054,-0.12053668025532288,48,225,0,1,0
390,7.378383712996714,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.1256550215472756,0.8660254037844387,-0.4999999999999998,0.992708874098054,-0.12053668025532288,76,225,1,0,0
391,6.133398042996649,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1.964787704766679,-0.5000000000000004,0.8660254037844384,-0.5680647467311556,-0.8229838658936566,9,104,0,0,0
392,7.659642954564682,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.158673492459346,-1.0,-1.8369701987210297e-16,0.992708874098054,-0.12053668025532288,23,225,1,0,0
393,8.480736654405622,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.2492620194088935,1.0,6.123233995736766e-17,0.992708874098054,-0.12053668025532288,89,225,0,1,0
394,9.292012520620208,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.3313681109578375,-1.0,-1.8369701987210297e-16,0.992708874098054,-0.12053668025532288,23,225,0,0,1
395,8.19450550976564,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.2186060784444055,0.8660254037844386,0.5000000000000001,0.992708874098054,-0.12053668025532288,30,225,0,1,0
396,10.0489289881863,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.402333499120277,-1.0,-1.8369701987210297e-16,0.992708874098054,-0.12053668025532288,23,225,0,0,1
397,4.875197323201151,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1.77073964639405,-1.0,-1.8369701987210297e-16,-0.12053668025532283,-0.992708874098054,23,108,0,0,0
398,7.340186835320115,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,2.121085618436288,-1.0,-1.8369701987210297e-16,0.12053668025532305,0.992708874098054,23,186,1,0,0
399,8.586905803827538,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,2.2603981886400537,-1.0,-1.8369701987210297e-16,-0.992708874098054,0.1205366802553232,35,199,0,1,0
400,4.262679877041316,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1.6606403793348097,-0.5000000000000004,0.8660254037844384,0.992708874098054,-0.12053668025532288,129,225,0,0,0
401,9.12706745278236,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,2.31521178501547,-0.8660254037844386,0.5000000000000001,0.992708874098054,-0.12053668025532288,70,173,0,0,1
402,8.670943791222156,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,2.269125904622202,-1.0,-1.8369701987210297e-16,1.0,-1.6081226496766366e-16,47,278,0,1,0
403,8.511376306094673,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.252488588072904,-0.4999999999999997,-0.8660254037844388,0.992708874098054,-0.12053668025532288,1,225,0,1,0
404,7.259116128097101,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,2.111317575523662,-1.0,-1.8369701987210297e-16,0.9350162426854148,0.35460488704253557,23,125,1,0,0
405,6.985641817639208,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,2.077645156350333,0.8660254037844387,-0.4999999999999998,0.992708874098054,-0.12053668025532288,88,225,1,0,0
